record_timestamp,CHR-01-CHWSWT,CHR-01-CHWRWT,CHR-01-CHWFWR,CHR-02-CHWSWT,CHR-02-CHWRWT,CHR-02-CHWFWR,CHR-03-CHWSWT,CHR-03-CHWRWT,CHR-03-CHWFWR,CHR-04-CHWSWT,CHR-04-CHWRWT,CHR-04-CHWFWR
2/1/2024 9:00,17.8312,17.7531,0,20.4656,20.0437,0,19.9906,19.9687,0,11.0094,15.7969,74.2125
2/1/2024 9:15,14.3656,17.7594,0,20.475,20.0125,0,19.9906,19.9719,0,9.6375,11.7469,73.3937
2/1/2024 9:30,13.8625,17.7437,0,20.475,20.0844,0,20.0031,19.9406,0,10.0312,11.8875,73.6062
2/1/2024 9:45,13.3656,17.7375,0,20.4437,20.05,0,20.0094,19.8969,0,10.05,11.8594,73.1875
2/1/2024 10:00,13.2187,17.7437,0,20.5,19.9781,0,19.9906,19.6594,0,10.1625,11.8594,73.325
2/1/2024 10:15,12.8406,17.7531,0,20.4375,19.9781,0,19.9906,19.5625,0,9.85937,11.8406,73.7125
2/1/2024 10:30,13.4031,17.7687,0,20.45,20.0375,0,20.0031,19.3656,0,9.97187,11.8219,73.0625
2/1/2024 10:45,13.2437,17.7875,0,20.4937,19.9969,0,20,19.3437,0,10.1156,11.7656,73.35
2/1/2024 11:00,12.9344,17.8187,0,20.4594,19.9844,0,20,19.1375,0,9.99687,11.7344,72.9375
2/1/2024 11:15,12.8781,17.8437,0,20.4219,19.9219,0,19.9844,19.0312,0,10.0719,11.7875,72.9625
2/1/2024 11:30,13.525,17.8625,0,11.3969,13.5531,17.095,19.9719,18.9344,0,12.7187,12.6,0
2/1/2024 11:45,13.1719,17.8937,0,10.8156,14.5156,17.1262,19.9625,18.4687,0,12.7,12.5969,0
2/1/2024 12:00,12.9219,17.9094,0,11.0156,15.075,17.0812,19.9687,18.1094,0,12.7844,12.6031,0
2/1/2024 12:15,12.8312,17.95,0,11.2969,15.4312,17.0412,19.9625,17.825,0,12.9437,12.625,0
2/1/2024 12:30,12.9094,17.975,0,11.6062,15.7281,16.9887,19.9656,17.8125,0,13.0906,12.65,0
2/1/2024 12:45,13.2437,18,0,11.7687,15.9156,16.97,19.9719,17.6781,0,13.2437,12.6937,0
2/1/2024 13:00,13.325,18.0281,0,11.8969,16.0219,17.0712,19.9844,17.8531,0,13.3875,12.7406,0
2/1/2024 13:15,13.1562,18.0531,0,11.9812,16.1125,17.0312,19.9844,17.7844,0,13.5125,12.7875,0
2/1/2024 13:30,13.2625,18.075,0,12.0562,16.2125,17.0125,19.9906,17.8094,0,13.65,12.8437,0
2/1/2024 13:45,13.5219,18.1156,0,12.1812,16.4125,17.055,19.9906,17.8062,0,13.7719,12.9094,0
2/1/2024 14:00,13.6531,18.1406,0,12.3219,16.5719,17.03,19.9906,17.8187,0,13.9031,12.9687,0
2/1/2024 14:15,13.4969,18.175,0,12.3937,16.5781,17.0437,19.9906,17.9125,0,14.0187,13.0344,0
2/1/2024 14:30,13.5719,18.1875,0,11.9844,16.6312,17.0425,20,17.8031,0,14.1187,13.1,0
2/1/2024 14:45,13.4219,18.225,0,12.05,16.6656,17.045,20.0031,17.8812,0,14.25,13.1687,0
2/1/2024 15:00,13.4,18.2312,0,12.2187,16.8156,17.0725,20.0125,17.9531,0,14.3437,13.2375,0
2/1/2024 15:15,13.3437,18.2594,0,12.1687,16.7312,17.0887,20.0187,17.8656,0,14.4562,13.325,0
2/1/2024 15:30,13.375,18.275,0,12.3,16.9469,17.0362,20.0156,17.8656,0,14.5531,13.3875,0
2/1/2024 15:45,13.5625,18.3031,0,12.4031,17.0625,17.1425,20.025,17.9187,0,14.65,13.4687,0
2/1/2024 16:00,13.5812,18.3281,0,12.5281,17.1656,17.0775,20.025,18.025,0,14.75,13.5312,0
2/1/2024 16:15,13.8187,18.35,0,16.4,16.5781,14.5625,20.0375,18.1625,0,13.9375,16.8156,77.7875
2/1/2024 16:30,13.7844,18.3781,0,16.4125,16.6062,0,19.9625,18.1844,0,9.66562,12.4875,79.05
2/1/2024 16:45,12.9281,18.3844,0,16.2594,16.6656,0,19.85,18.3594,0,10.0594,12.0469,78.4062
2/1/2024 17:00,12.7187,18.4062,0,16.2406,16.7437,0,19.7594,18.3625,0,10.0844,11.975,78.325
2/1/2024 17:15,0,0,0,0,0,0,0,0,0,0,0,0
2/1/2024 17:30,14.0344,14.9406,13.5475,16.2781,16.8406,0,19.6344,18.1719,0,13.0375,12.9469,0
2/1/2024 17:45,11.9875,15.8625,13.5075,16.4594,16.8,0,19.6312,17.9562,0,13.0906,12.9531,0
2/1/2024 18:00,0,0,0,0,0,0,0,0,0,0,0,0
2/1/2024 18:15,13.2969,16.7125,13.18,16.5687,16.8875,0,19.6594,17.9031,0,13.4281,12.9937,0
2/1/2024 18:30,0,0,0,0,0,0,0,0,0,0,0,0
2/1/2024 18:45,0,0,0,0,0,0,0,0,0,0,0,0
2/1/2024 19:00,11.2187,13.775,13.0037,16.9406,17.025,0,19.7156,17.9406,0,13.8375,13.1406,0
2/1/2024 19:15,0,0,0,0,0,0,0,0,0,0,0,0
2/1/2024 19:30,15.2812,15.6094,13.0675,17.0562,17.0625,0,19.7437,17.8937,0,14.1094,13.25,0
2/1/2024 19:45,13.0062,13.4469,13.0837,17.1125,17.1625,0,19.7562,17.9781,0,14.2344,13.3125,0
2/1/2024 20:00,0,0,0,0,0,0,0,0,0,0,0,0
2/1/2024 20:15,13.6219,15.0125,13.0625,17.2281,17.1687,0,19.7625,17.9187,0,14.4719,13.4406,0
2/1/2024 20:30,0,0,0,0,0,0,0,0,0,0,0,0
2/1/2024 20:45,0,0,0,0,0,0,0,0,0,0,0,0
2/1/2024 21:00,13.5969,14.8719,13.0437,17.3937,17.2875,0,19.7969,18.1156,0,14.7875,13.6406,0
2/1/2024 21:15,0,0,0,0,0,0,0,0,0,0,0,0
2/1/2024 21:30,0,0,0,0,0,0,0,0,0,0,0,0
2/1/2024 21:45,0,0,0,0,0,0,0,0,0,0,0,0
2/1/2024 22:00,13.2469,13.3687,13.0562,17.6781,17.5,0,19.825,18.1531,0,15.1531,13.9344,0
2/1/2024 22:15,0,0,0,0,0,0,0,0,0,0,0,0
2/1/2024 22:30,0,0,0,0,0,0,0,0,0,0,0,0
2/1/2024 22:45,12.8406,14.4312,13.0287,17.775,17.5875,0,19.8312,18.2969,0,15.4062,14.1562,0
2/1/2024 23:00,0,0,0,0,0,0,0,0,0,0,0,0
2/1/2024 23:15,0,0,0,0,0,0,0,0,0,0,0,0
2/1/2024 23:30,13.5375,14.7,13.0437,17.9406,17.7156,0,19.8469,18.3375,0,15.6437,14.3875,0
2/1/2024 23:45,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2024 0:00,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2024 0:15,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2024 0:30,11.9687,13.7187,13.0325,18.0094,17.9094,0,19.875,18.4,0,15.9375,14.6687,0
3/1/2024 0:45,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2024 1:00,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2024 1:15,13.3469,14.7187,13.0462,18.1406,17.95,0,19.8875,18.5187,0,16.125,14.8781,0
3/1/2024 1:30,12.9687,12.9812,13,18.1906,18.0375,0,19.8875,18.4406,0,16.1875,14.95,0
3/1/2024 1:45,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2024 2:00,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2024 2:15,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2024 2:30,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2024 2:45,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2024 3:00,12.4625,14.3281,13.0162,18.4094,18.2562,0,19.9,18.5906,0,16.5219,15.3187,0
3/1/2024 3:15,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2024 3:30,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2024 3:45,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2024 4:00,12.1656,14.0344,13.065,18.5531,18.2937,0,19.9094,18.7437,0,16.7125,15.5531,0
3/1/2024 4:15,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2024 4:30,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2024 4:45,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2024 5:00,11.4781,13.6812,12.96,18.6719,18.5125,0,19.9062,18.6937,0,16.9,15.7594,0
3/1/2024 5:15,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2024 5:30,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2024 5:45,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2024 6:00,12.1531,13.725,12.9912,18.7594,18.5125,0,19.9281,18.8031,0,17.075,15.9531,0
3/1/2024 6:15,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2024 6:30,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2024 6:45,11.4187,13.2406,12.9712,18.8375,18.5937,0,19.9344,18.8469,0,17.1844,16.0906,0
3/1/2024 7:00,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2024 7:15,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2024 7:30,11.7906,13.6406,12.99,18.825,18.6531,0,19.9344,18.8656,0,17.3,16.2406,0
3/1/2024 7:45,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2024 8:00,13.925,15.2375,13.2737,18.8937,18.7469,0,19.9406,18.9812,0,17.3812,16.3125,0
3/1/2024 8:15,12.575,16.0844,13.5262,18.9187,18.7469,0,19.9437,18.9812,0,17.4187,16.3625,0
3/1/2024 8:30,12.8375,17.6125,13.5525,18.95,18.7844,0,19.9437,18.9531,0,17.4469,16.3937,0
3/1/2024 8:45,18.8437,18.6719,0,17.2344,18.6594,17.15,19.9531,18.9781,0,17.4812,16.4406,0
3/1/2024 9:00,16.6812,18.2562,0,13.4219,17.8031,17.06,19.9437,18.9656,0,17.5219,16.4875,0
3/1/2024 9:15,16.0312,18.2531,0,12.8156,17.5375,17.1087,19.9625,18.975,0,17.55,16.5187,0
3/1/2024 9:30,15.275,18.2281,0,12.6156,17.2594,17.1087,19.9625,18.9906,0,17.5875,16.5656,0
3/1/2024 9:45,14.8594,18.225,0,12.3906,17.025,17.0412,19.9687,19.0312,0,17.6094,16.5969,0
3/1/2024 10:00,14.6312,18.2344,0,16.6594,16.7219,0,19.9656,19.0312,0,11.6344,15.9062,79.3875
3/1/2024 10:15,14.2875,18.2344,0,16.5875,16.7437,0,19.9156,19.125,0,9.67187,11.9281,77.9562
3/1/2024 10:30,13.975,18.25,0,16.5281,16.7937,0,19.8844,19.1156,0,10.0031,11.9594,78.45
3/1/2024 10:45,13.5531,18.2406,0,16.5219,16.9031,0,19.8375,19.0437,0,10.1125,11.9906,78.9
3/1/2024 11:00,13.3625,18.2625,0,16.5031,16.9031,0,19.825,19.0187,0,10.0031,11.9,78.0437
3/1/2024 11:15,13.425,18.2594,0,16.5,16.8687,0,19.7906,18.8437,0,10.0781,11.8875,78.075
3/1/2024 11:30,13.0094,18.2781,0,16.6219,16.8812,0,19.7687,18.7687,0,10.0656,11.8906,78.6062
3/1/2024 11:45,13.1844,18.2969,0,16.6687,16.9156,0,19.7375,18.6531,0,10.0312,11.8812,78.425
3/1/2024 12:00,13,18.2969,0,16.6437,16.9875,0,19.7094,18.4812,0,10.0531,11.8781,78.1062
3/1/2024 12:15,12.8531,18.3031,0,16.8094,16.9625,0,19.6719,18.4969,0,10.0094,11.8375,78.0875
3/1/2024 12:30,12.7531,18.3187,0,16.8281,17.025,0,19.6375,18.2937,0,10.0781,11.8406,77.8812
3/1/2024 12:45,12.975,18.3344,0,16.8937,17.0344,0,19.5844,18.0875,0,9.84374,11.8125,78.0812
3/1/2024 13:00,12.425,18.3406,0,17.0031,17.0875,0,19.5281,18.1687,0,10.1,11.8406,78.025
3/1/2024 13:15,12.8312,18.3594,0,17.0844,17.0312,0,19.5031,18.1437,0,10.2156,11.8594,77.7437
3/1/2024 13:30,12.6562,18.375,0,17.0687,17.075,0,19.4656,17.975,0,10.1469,11.8844,78.1375
3/1/2024 13:45,12.5344,18.3781,0,17.1781,17.1906,0,19.4437,17.7594,0,10.0187,11.8406,78.1562
3/1/2024 14:00,12.8406,18.4062,0,17.1469,17.1531,0,19.3969,17.975,0,10.0531,11.8531,78.3437
3/1/2024 14:15,12.6719,18.4094,0,17.2344,17.2406,0,19.3812,17.6969,0,10.0281,11.8312,78.0562
3/1/2024 14:30,12.8594,18.4281,0,17.3156,17.2281,0,19.3437,17.7312,0,10.0031,11.8187,78.4812
3/1/2024 14:45,12.725,18.4562,0,17.4062,17.3594,0,19.325,17.7906,0,10.0594,11.8562,78.0812
3/1/2024 15:00,12.2937,18.4656,0,17.4437,17.3312,0,19.3,17.7062,0,10.1,11.8875,77.7187
3/1/2024 15:15,12.6312,18.4937,0,17.55,17.3781,0,19.275,17.5562,0,10.1281,11.9062,77.875
3/1/2024 15:30,12.425,18.5062,0,17.6062,17.4812,0,19.2562,17.7062,0,10.1281,11.8875,78.4687
3/1/2024 15:45,12.5781,18.5312,0,17.6312,17.4531,0,19.2375,17.5781,0,10.0719,11.8594,77.9375
3/1/2024 16:00,12.0594,18.55,0,17.7469,17.5312,0,19.225,17.6875,0,10.1062,11.9187,78.225
3/1/2024 16:15,12.5312,18.5719,0,17.7437,17.6375,0,19.1969,17.4906,0,9.98437,11.8156,78.225
3/1/2024 16:30,12.5125,18.5844,0,17.8281,17.7,0,19.1906,17.5219,0,9.85937,11.7594,78.2
3/1/2024 16:45,13.025,18.6156,0,13.2281,13.275,17.1412,19.1531,17.5219,0,12.8,12.6656,0
3/1/2024 17:00,12.8844,18.6312,0,10.7875,14.325,17.1412,19.125,17.3906,0,12.7594,12.6781,0
3/1/2024 17:15,12.8281,18.6625,0,11.2312,15.3094,16.9962,19.1812,17.275,0,12.8312,12.6844,0
3/1/2024 17:30,12.5656,18.6656,0,11.0281,15.5594,17.1237,19.2187,17.125,0,12.9844,12.6906,0
3/1/2024 17:45,12.6562,15.6562,13.595,16.2031,16.1812,0,19.275,17.3094,0,13.1281,12.725,0
3/1/2024 18:00,11.5187,15.9312,13.4987,16.1625,16.2375,0,19.3,17.1812,0,13.2781,12.75,0
3/1/2024 18:15,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2024 18:30,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2024 18:45,13.5437,16.6906,13.1512,16.0406,16.4281,0,19.4031,17.2562,0,13.7031,12.9,0
3/1/2024 19:00,14.9969,15,13.1287,16.1125,16.525,0,19.4437,17.325,0,13.8281,12.9531,0
3/1/2024 19:15,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2024 19:30,13.6625,14.2875,13.1075,16.3937,16.5312,0,19.4969,17.3906,0,14.0844,13.0937,0
3/1/2024 19:45,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2024 20:00,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2024 20:15,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2024 20:30,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2024 20:45,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2024 21:00,11.4531,13.3969,13.0562,16.85,16.8031,0,19.6,17.5937,0,14.7437,13.525,0
3/1/2024 21:15,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2024 21:30,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2024 21:45,13.925,15.1594,13.1037,16.9906,16.8406,0,19.6344,17.7906,0,15.0156,13.7406,0
3/1/2024 22:00,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2024 22:15,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2024 22:30,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2024 22:45,13.6187,15.1594,13.0325,17.0844,17.0031,0,19.675,17.7656,0,15.3594,14.05,0
3/1/2024 23:00,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2024 23:15,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2024 23:30,0,0,0,0,0,0,0,0,0,0,0,0
3/1/2024 23:45,12.9125,15.0187,13.0437,17.225,17.0344,0,19.7094,17.8656,0,15.6719,14.3344,0
4/1/2024 0:00,0,0,0,0,0,0,0,0,0,0,0,0
