record_timestamp,CHR-01-KW,CHR-01-CHWSWT,CHR-01-CHWRWT,CHR-01-CHWFWR,CHR-02-KW,CHR-02-CHWSWT,CHR-02-CHWRWT,CHR-02-CHWFWR,CHR-03-KW,CHR-03-CHWSWT,CHR-03-CHWRWT,CHR-03-CHWFWR,CHR-04-KW,CHR-04-CHWSWT,CHR-04-CHWRWT,CHR-04-CHWFWR
1/5/2024 9:45,0,17.3719,17.1258,0,0,16.0283,17.9992,0,0,19.3116,21.276,0,0,14.067,15.4427,8.2286
1/5/2024 10:00,0,17.3936,17.1366,0,0,16.0716,18.0418,0,0,19.3007,21.276,0,18.0134,12.6041,16.3638,8.32517
1/5/2024 10:15,0,17.437,17.1691,0,0,16.1041,18.0985,0,0,19.2791,21.2435,0,45.4588,11.6072,16.7539,8.21735
1/5/2024 10:30,0,17.4911,17.2125,0,0,16.1366,18.1836,0,0,19.2791,21.211,0,46.5421,10.6645,15.9412,8.35611
1/5/2024 10:45,0,17.5453,17.2775,0,0,16.18,18.2403,0,0,19.2791,21.2001,0,46.5548,10.0251,15.161,8.37768
1/5/2024 11:00,0,17.5778,17.31,0,0,16.2233,18.2829,0,0,19.2682,21.1893,0,0,13.2976,14.6733,8.23517
1/5/2024 11:15,0,17.5887,17.3317,0,0,16.2558,18.3113,0,0,19.2466,21.1785,0,0,13.3301,14.7167,8.23517
1/5/2024 11:30,0,17.6428,17.375,0,0,16.2883,18.3964,0,0,19.2574,21.1785,0,0,13.9369,15.3235,8.18172
1/5/2024 11:45,0,17.6753,17.4184,0,0,16.3208,18.4106,0,0,19.2466,21.1568,0,0,14.858,16.2446,8.24079
1/5/2024 12:00,0,17.7079,17.4509,0,0,16.3642,18.5098,0,0,19.2466,21.146,0,45.7825,11.5422,16.8514,8.34205
1/5/2024 12:15,0,17.7187,17.4509,0,0,16.3967,18.5524,0,0,19.2466,21.1243,0,47.172,10.9028,16.2121,8.27736
1/5/2024 12:30,0,17.7512,17.5051,0,0,16.44,18.6659,0,0,19.2466,21.1243,0,47.6323,10.4152,15.6486,8.28298
1/5/2024 12:45,0,17.7729,17.5267,0,0,16.4509,18.5949,0,0,19.2466,21.1243,0,47.141,13.3735,14.8142,8.34955
1/5/2024 13:00,0,17.8162,17.5592,0,0,16.4942,18.6375,0,0,19.2466,21.1243,0,0,13.07,14.4349,8.25579
1/5/2024 13:15,0,17.8487,17.6026,0,0,16.5159,18.6942,0,0,19.2466,21.1134,0,0,13.8286,15.2043,8.21173
1/5/2024 13:30,0,17.8379,17.5917,0,0,16.5376,18.6659,0,0,19.2357,21.0918,0,0,14.6521,16.0387,8.26798
1/5/2024 13:45,0,17.8812,17.6243,0,0,16.5592,18.7084,0,0,19.2466,21.0918,0,0,11.2388,16.5805,8.33736
1/5/2024 14:00,0,17.9246,17.6676,0,0,16.6026,18.7652,0,0,19.2466,21.0701,0,47.7806,11.358,16.7539,8.29892
1/5/2024 14:15,0,17.9354,17.6893,0,0,16.6243,18.7652,0,0,19.2466,21.0593,0,48.1202,10.6428,15.9303,8.3683
1/5/2024 14:30,0,18.0113,17.7434,0,0,16.6676,18.8219,0,0,19.2466,21.0593,0,47.3536,10.0143,15.0959,8.24454
1/5/2024 14:45,0,18.0113,17.7434,0,0,16.7001,18.8219,0,0,19.2466,21.0484,0,46.5778,13.2217,14.5867,8.19766
1/5/2024 15:00,0,18.0004,17.7651,0,0,16.7109,18.8361,0,0,19.2249,21.0376,0,0,13.2217,14.5867,8.28298
1/5/2024 15:15,0,17.9788,17.776,0,0,16.7326,18.8503,0,0,19.2357,21.0376,0,0,13.9586,15.3343,8.19298
1/5/2024 15:30,0,18.0113,17.7976,0,0,16.7651,18.8928,0,0,19.2249,21.0268,0,0,14.7388,16.1254,8.29236
1/5/2024 15:45,0,18.0221,17.7976,0,0,16.776,18.8786,0,0,19.2249,21.0051,0,24.662,11.6614,16.6888,8.33549
1/5/2024 16:00,0,18.0438,17.8301,0,0,16.7976,18.907,0,0,19.2249,21.0051,0,48.0902,11.0112,16.3529,8.25486
1/5/2024 16:15,0,18.0871,17.8735,0,0,16.8301,18.9779,0,0,19.2249,21.0268,0,47.8281,10.4802,15.6919,8.31955
1/5/2024 16:30,0,18.1088,17.906,0,0,16.8518,19.0346,0,0,19.2249,21.0159,0,47.0423,9.84092,14.9117,8.31955
1/5/2024 16:45,0,18.163,17.9493,0,0,16.8952,19.1056,0,0,19.2249,21.0268,0,0,13.0809,14.4349,8.16391
1/5/2024 17:00,0,18.1846,17.9818,0,0,16.9385,19.1481,0,0,19.2357,21.0376,0,0,13.6444,15.0093,8.3083
1/5/2024 17:15,0,18.2063,18.0035,0,0,16.971,19.2049,0,0,19.2249,21.0268,0,0,14.5112,15.8761,8.27079
1/5/2024 17:30,0,18.228,18.036,0,0,16.9927,19.2474,0,0,19.2357,21.0268,0,0,14.327,16.3746,8.2211
1/5/2024 17:45,0,18.228,18.0252,0,0,17.0143,19.2049,0,0,19.2249,21.0268,0,45.8281,11.7914,16.9706,8.3158
1/5/2024 18:00,0,18.228,18.0469,0,0,17.036,19.1765,0,0,19.2249,21.0159,0,48.1706,10.6103,15.9195,8.34017
1/5/2024 18:15,0,18.228,18.0469,0,0,17.0469,19.1907,0,0,19.2249,21.0051,0,47.7343,10.231,14.825,8.2586
1/5/2024 18:30,0,18.2713,18.0902,0,0,17.0794,19.3041,0,0,19.2249,21.0051,0,0,12.4741,13.8173,8.12641
1/5/2024 18:45,0,18.2713,18.0902,0,0,17.0902,19.3041,0,0,19.2249,21.0051,0,0,13.1026,14.4566,8.1836
1/5/2024 19:00,0,18.293,18.1119,0,0,17.1227,19.2758,0,0,19.2249,21.0051,0,0,13.6769,15.0418,8.23423
1/5/2024 19:15,0,18.293,18.1227,0,0,17.1444,19.3041,0,0,19.2249,21.0051,0,0,14.0236,15.3994,8.11891
1/5/2024 19:30,0,18.3363,18.1552,0,0,17.1552,19.3892,0,0,19.2249,21.0051,0,0,14.3595,15.7244,8.24079
1/5/2024 19:45,0,18.3472,18.1769,0,0,17.1877,19.3892,0,0,19.2249,20.9942,0,0,14.7063,16.0929,8.09734
1/5/2024 20:00,0,18.3797,18.1986,0,0,17.2202,19.4176,0,0,19.2249,20.9942,0,44.5193,11.4338,16.4071,8.24267
1/5/2024 20:15,0,18.4014,18.2202,0,0,17.2419,19.4743,0,0,19.2249,20.9834,0,48.0698,10.2202,15.4427,8.31861
1/5/2024 20:30,0,18.4122,18.2419,0,0,17.2744,19.4743,0,0,19.2249,20.9834,0,0,13.2217,14.63,1.98155
1/5/2024 20:45,0,18.4447,18.2744,0,0,17.3286,19.5736,0,0,19.2357,20.9834,0,0,13.6552,15.0309,1.98623
1/5/2024 21:00,0,18.4555,18.2961,0,0,17.3394,19.5878,0,0,19.2357,20.9834,0,0,13.7527,15.161,1.98623
1/5/2024 21:15,0,18.4772,18.3178,0,0,17.3719,19.602,0,0,19.2357,20.9834,0,0,13.8286,15.2368,1.98623
1/5/2024 21:30,0,18.5206,18.3611,0,0,17.4044,19.6871,0,0,19.2466,20.9834,0,0,13.9369,15.3452,1.98623
1/5/2024 21:45,0,18.5314,18.3611,0,0,17.4261,19.6871,0,0,19.2466,20.9834,0,0,14.0019,15.421,1.98623
1/5/2024 22:00,0,18.5422,18.3719,0,0,17.4478,19.7013,0,0,19.2466,20.9834,0,0,14.0886,15.5077,1.98623
1/5/2024 22:15,0,18.5964,18.4261,0,0,17.4803,19.7864,0,0,19.2466,20.9834,0,0,14.197,15.5836,1.98623
1/5/2024 22:30,0,18.6072,18.4478,0,0,17.5128,19.829,0,0,19.2574,20.9834,0,0,14.2728,15.6703,1.98623
1/5/2024 22:45,0,18.6181,18.4586,0,0,17.5345,19.829,0,0,19.2574,20.9726,0,0,14.3595,15.7353,1.98623
1/5/2024 23:00,0,18.6397,18.4803,0,0,17.567,19.8715,0,0,19.2682,20.9726,0,0,14.4245,15.8003,1.98623
1/5/2024 23:15,0,18.6397,18.4911,0,0,17.5778,19.8715,0,0,19.2682,20.9726,0,0,14.5112,15.8653,1.98623
1/5/2024 23:30,0,18.6397,18.4911,0,0,17.5995,19.8857,0,0,19.2682,20.9726,0,0,14.5871,15.9303,1.98623
1/5/2024 23:45,0,18.6614,18.5236,0,0,17.6212,19.8715,0,0,19.2682,20.9617,0,0,14.6521,15.9953,1.98623
2/5/2024 0:00,0,18.6831,18.5453,0,0,17.632,19.9141,0,0,19.2682,20.9617,0,0,14.7605,16.0712,1.98623
2/5/2024 0:15,0,18.7156,18.567,0,0,17.6753,19.9708,0,0,19.2791,20.9617,0,0,14.8363,16.1362,1.98623
2/5/2024 0:30,0,18.7156,18.5778,0,0,17.6862,19.9992,0,0,19.2791,20.9617,0,0,14.9013,16.2012,1.98623
2/5/2024 0:45,0,18.7264,18.5887,0,0,17.7079,20.0275,0,0,19.2791,20.9617,0,0,14.9555,16.2446,1.98623
2/5/2024 1:00,0,18.7481,18.6103,0,0,17.7404,20.0701,0,0,19.2791,20.9509,0,0,15.0205,16.3096,1.98623
2/5/2024 1:15,0,18.7589,18.6428,0,0,17.762,20.0984,0,0,19.2791,20.9617,0,0,15.1072,16.3746,1.98623
2/5/2024 1:30,0,18.8023,18.6753,0,0,17.7729,20.1268,0,0,19.2791,20.9509,0,0,15.2047,16.4613,1.98623
2/5/2024 1:45,0,18.824,18.697,0,0,17.8054,20.1977,0,0,19.2899,20.9617,0,0,15.2698,16.5155,1.98623
2/5/2024 2:00,0,18.8565,18.7295,0,0,17.8379,20.2403,0,0,19.2899,20.9509,0,0,15.3564,16.5913,1.98623
2/5/2024 2:15,0,18.8673,18.7404,0,0,17.8487,20.2828,0,0,19.2791,20.9509,0,0,15.4106,16.6455,1.98623
2/5/2024 2:30,0,18.8673,18.7512,0,0,17.8704,20.2403,0,0,19.2899,20.9509,0,0,15.4648,16.6888,1.98811
2/5/2024 2:45,0,18.9106,18.7729,0,0,17.8921,20.3112,0,0,19.2791,20.9509,0,0,15.5515,16.7755,1.98623
2/5/2024 3:00,0,18.9323,18.8054,0,0,17.9137,20.3254,0,0,19.2899,20.9401,0,0,15.6165,16.8297,1.98623
2/5/2024 3:15,0,18.9432,18.8162,0,0,17.9246,20.3112,0,0,19.2899,20.9401,0,0,15.6815,16.8947,1.98623
2/5/2024 3:30,0,18.9432,18.8379,0,0,17.9462,20.3396,0,0,19.2899,20.9401,0,0,15.7465,16.9381,1.98623
2/5/2024 3:45,0,18.954,18.8379,0,0,17.9571,20.3538,0,0,19.2899,20.9401,0,0,15.8007,16.9922,1.98623
2/5/2024 4:00,0,18.954,18.8379,0,0,17.9679,20.3538,0,0,19.2899,20.9401,0,0,15.8549,17.0464,1.98623
2/5/2024 4:15,0,18.9865,18.8704,0,0,17.9896,20.3821,0,0,19.2791,20.9292,0,0,15.9091,17.1006,1.98623
2/5/2024 4:30,0,18.9973,18.8812,0,0,18.0113,20.3963,0,0,19.2791,20.9401,0,0,15.9849,17.1656,1.98623
2/5/2024 4:45,0,19.019,18.9029,0,0,18.0221,20.4105,0,0,19.2791,20.9292,0,0,16.0174,17.1981,1.98623
2/5/2024 5:00,0,19.0407,18.9354,0,0,18.0438,20.453,0,0,19.3007,20.9292,0,0,16.0825,17.2523,1.98623
2/5/2024 5:15,0,19.084,18.9571,0,0,18.0654,20.5098,0,0,19.2899,20.9292,0,0,16.1475,17.3065,1.98623
2/5/2024 5:30,0,19.1057,18.9788,0,0,18.0871,20.5523,0,0,19.3007,20.9292,0,0,16.2016,17.3607,1.98623
2/5/2024 5:45,0,19.1274,19.0004,0,0,18.1088,20.5665,0,0,19.3007,20.9401,0,0,16.2667,17.4257,1.98623
2/5/2024 6:00,0,19.149,19.0221,0,0,18.1305,20.5949,0,0,19.3007,20.9401,0,0,16.3317,17.469,1.98623
2/5/2024 6:15,0,19.1707,19.0438,0,0,18.1521,20.6516,0,0,19.3007,20.9401,0,0,16.375,17.5449,1.98623
2/5/2024 6:30,0,19.1924,19.0763,0,0,18.1738,20.6516,0,0,19.3116,20.9401,0,0,16.4509,17.5991,1.98623
2/5/2024 6:45,0,19.2357,19.1196,0,0,18.2063,20.7084,0,0,19.3116,20.9509,0,0,16.5159,17.6641,1.98623
2/5/2024 7:00,0,19.2682,19.1413,0,0,18.228,20.7367,0,0,19.3116,20.9509,0,0,16.5917,17.7291,1.98623
2/5/2024 7:15,0,19.3007,19.1738,0,0,18.2497,20.7651,0,0,19.3224,20.9509,0,0,16.6351,17.7833,1.98623
2/5/2024 7:30,0,19.3116,19.1846,0,0,18.2713,20.7935,0,0,19.3333,20.9509,0,0,16.7001,17.8375,1.98623
2/5/2024 7:45,0,19.3116,19.2063,0,0,18.293,20.7935,0,0,19.3441,20.9617,0,0,16.7434,17.8808,1.98623
2/5/2024 8:00,0,19.3333,19.2063,0,0,18.3038,20.8076,0,0,19.3441,20.9617,0,0,16.8301,17.9458,1.98623
2/5/2024 8:15,0,19.3658,19.2388,0,0,18.3147,20.7367,0,122.495,13.6335,16.9741,46.0989,0,16.8952,18.0217,1.98623
2/5/2024 8:30,0,19.4199,19.293,0,0,18.3363,20.7935,0,255.758,9.90593,14.9478,47.7529,0,16.971,18.0867,1.98623
2/5/2024 8:45,0,19.5716,19.3905,0,0,18.3905,20.8927,0,255.4,9.70005,14.6985,46.9773,0,17.0902,18.2167,1.98623
2/5/2024 9:00,0,19.7342,19.5856,0,0,18.4555,21.1764,1.16249,248.565,9.16908,14.1242,48.8401,0,17.2419,18.3467,1.98623
2/5/2024 9:15,0,19.8642,19.6831,0,0,18.5314,21.2474,0,247.168,8.8115,13.7233,49.4537,0,17.3719,18.4768,1.98436
2/5/2024 9:30,0,19.9184,19.7264,0,0,18.5856,21.3041,0,243.436,8.60561,13.4199,48.7061,0,17.4803,18.5851,1.98436
2/5/2024 9:45,0,19.9834,19.7806,0,0,18.6397,21.3608,0,242.328,8.38889,13.1815,47.7498,0,17.5995,18.7043,1.98436
2/5/2024 10:00,0,19.9617,19.7481,0,0,18.6723,21.3325,0,240.621,8.25886,12.9973,46.8683,0,17.6753,18.7802,1.98436
2/5/2024 10:15,0,19.9401,19.7481,0,0,18.6723,21.3325,0,240.132,8.12883,12.8672,46.5007,0,17.7404,18.8344,1.98436
2/5/2024 10:30,0,19.9076,19.7156,0,0,18.6939,21.3041,0,239.235,7.97712,12.7047,46.0117,0,17.7837,18.8669,1.98436
2/5/2024 10:45,0,19.9076,19.7156,0,0,18.6939,21.3183,0,239.191,7.91211,12.6397,46.4322,0,17.8596,18.9319,1.98623
2/5/2024 11:00,0,19.9292,19.7264,0,0,18.7264,21.3325,0,232.162,7.78208,12.3363,48.1735,0,17.9462,19.0077,1.98623
2/5/2024 11:15,0,19.9617,19.7589,0,0,18.7373,21.3892,0,220.184,7.86876,12.3688,47.1611,0,18.0221,19.0836,1.98623
2/5/2024 11:30,0,19.9509,19.7481,0,0,18.7481,21.3608,0,220.133,7.94462,12.4555,47.5816,0,18.0654,19.1378,1.98623
2/5/2024 11:45,0,19.9184,19.7264,0,0,18.7589,21.3608,0,220.687,7.8796,12.3688,46.0989,0,18.0979,19.1703,1.98623
2/5/2024 12:00,0,19.8967,19.7264,0,0,18.7589,21.3466,0,220.379,7.84709,12.3363,47.3978,0,18.1305,19.2028,1.98623
2/5/2024 12:15,0,19.8642,19.7048,0,0,18.7698,21.3183,0,220.216,7.84709,12.358,47.5941,0,18.1738,19.2353,1.98623
2/5/2024 12:30,0,19.9292,19.7481,0,0,18.7806,21.375,0,220.855,7.8796,12.3905,45.7967,0,18.2605,19.3111,1.98623
2/5/2024 12:45,0,19.9942,19.7915,0,0,18.8023,21.4176,0,220.364,7.78208,12.3146,46.1394,0,18.3363,19.3978,1.98623
2/5/2024 13:00,0,20.0593,19.8673,0,0,18.824,21.531,0,208.046,7.90127,12.2929,45.0958,0,18.4555,19.4845,1.98623
2/5/2024 13:15,0,20.1134,19.9106,0,0,18.8565,21.5736,0,207.85,7.91211,12.3038,45.9525,0,18.5422,19.5712,1.98436
2/5/2024 13:30,0,20.1243,19.9215,0,0,18.889,21.6019,0,207.865,7.8796,12.2388,46.4945,0,18.5964,19.6362,1.98436
2/5/2024 13:45,0,20.1785,19.954,0,0,18.9215,21.6587,0,207.736,7.84709,12.2279,45.7126,0,18.6723,19.7012,1.98436
2/5/2024 14:00,0,20.1893,19.9757,0,0,18.9432,21.6729,0,200.23,7.89044,12.1629,45.3108,0,18.7264,19.7554,1.98436
2/5/2024 14:15,0,20.2001,19.9865,0,0,18.954,21.6871,0,200.335,8.10716,12.4121,46.3855,0,18.8131,19.8313,1.98436
2/5/2024 14:30,0,20.211,19.9865,0,0,18.9757,21.7012,0,200.362,8.24802,12.553,46.535,0,18.8673,19.8963,1.98623
2/5/2024 14:45,0,20.276,20.0298,0,0,18.9973,21.758,0,201.363,8.25886,12.553,46.0646,0,18.954,19.9721,1.98436
2/5/2024 15:00,0,20.276,20.0515,0,0,19.019,21.7722,0,201.628,8.33471,12.6289,45.9494,0,19.0082,20.0372,1.98436
2/5/2024 15:15,0,20.276,20.0515,0,0,19.0407,21.758,0,201.113,8.3022,12.6072,46.454,0,19.0515,20.0805,1.98436
2/5/2024 15:30,0,20.211,20.019,0,0,19.0298,21.7012,0,201.111,8.24802,12.553,46.8496,0,19.0298,20.0805,1.98436
2/5/2024 15:45,0,20.211,20.0082,0,0,19.0407,21.7296,0,200.758,8.20468,12.5097,47.2203,0,19.084,20.113,1.98623
2/5/2024 16:00,0,20.211,20.019,0,0,19.0407,21.7438,0,201.491,8.18301,12.488,44.7906,0,19.1165,20.1347,1.98623
2/5/2024 16:15,0,20.211,20.019,0,0,19.0515,21.758,0,200.676,8.16134,12.4555,45.099,0,19.1599,20.1672,1.98623
2/5/2024 16:30,0,20.211,20.019,0,0,19.0515,21.758,0,201.733,8.20468,12.4988,43.9495,0,19.1815,20.1997,1.98623
2/5/2024 16:45,0,20.2001,20.019,0,0,19.0515,21.758,0,201.535,8.09632,12.3905,45.3606,0,19.2141,20.2214,1.98623
2/5/2024 17:00,0,20.211,20.019,0,0,19.0624,21.7722,0,200.497,8.06381,12.3363,47.3106,0,19.2466,20.2539,1.98623
2/5/2024 17:15,0,20.2218,20.0407,0,0,19.084,21.8005,0,201.068,7.95545,12.2279,45.1332,0,19.2899,20.2972,1.98623
2/5/2024 17:30,0,20.2218,20.0515,0,0,19.084,21.8005,0,200.295,7.8796,12.1629,45.7656,0,19.3224,20.3189,1.98623
2/5/2024 17:45,0,20.211,20.0407,0,0,19.0949,21.8147,0,200.826,7.84709,12.1087,44.3482,0,19.3441,20.3406,1.98623
2/5/2024 18:00,0,20.2218,20.0515,0,0,19.0949,21.8289,0,159.598,7.79291,11.4044,45.2267,0,19.3658,20.3514,1.98623
2/5/2024 18:15,0,20.2218,20.0624,0,0,19.1165,21.8289,0,63.2044,9.84092,10.9926,42.4792,0,19.3874,20.3839,1.98623
2/5/2024 18:30,0,20.2218,20.0624,0,0,19.1165,21.8289,0,0,10.8378,12.1737,0,0,11.3254,12.6904,8.35142
2/5/2024 18:45,0,20.2326,20.0732,0,0,19.1274,21.8431,0,0,11.0329,12.3905,0,0,12.9834,14.3591,8.3233
2/5/2024 19:00,0,20.2326,20.084,0,0,19.1382,21.8714,0,0,11.1412,12.4988,0,0,13.9369,15.7028,8.28204
2/5/2024 19:15,0,20.2435,20.084,0,0,19.149,21.8714,0,0,11.1954,13.0406,0,44.7554,10.9245,16.3529,8.38986
2/5/2024 19:30,0,20.2435,20.0949,0,0,19.1599,21.8856,0,0,11.3038,13.4524,0,47.354,10.827,16.1687,8.23142
2/5/2024 19:45,0,20.1785,20.0298,0,0,19.149,21.8289,0,0,11.3796,13.6366,0,47.2728,10.2418,15.4427,8.21829
2/5/2024 20:00,0,20.1568,20.019,0,0,19.1382,21.8147,0,0,11.4555,13.8858,0,46.5543,9.93844,15.0743,8.27173
2/5/2024 20:15,0,20.1568,20.019,0,0,19.1274,21.8005,0,0,11.4988,14.0375,0,46.557,13.2976,14.6733,8.1986
2/5/2024 20:30,0,20.1568,20.019,0,0,19.1274,21.8289,0,0,11.5855,14.1676,0,0,13.5577,14.9117,1.9853
2/5/2024 20:45,0,20.1568,20.019,0,0,19.1274,21.8289,0,0,11.618,14.2217,0,0,13.7419,15.0959,1.98717
2/5/2024 21:00,0,20.1568,20.0298,0,0,19.1382,21.8289,0,0,11.7047,14.2868,0,0,13.8719,15.2151,1.98717
2/5/2024 21:15,0,20.146,20.0298,0,0,19.1274,21.8289,0,0,11.7697,14.3409,0,0,13.9694,15.3668,1.98717
2/5/2024 21:30,0,20.1243,20.0298,0,0,19.1274,21.8289,0,0,11.8456,14.3951,0,0,14.0561,15.4752,1.98717
2/5/2024 21:45,0,20.1243,20.019,0,0,19.1274,21.8289,0,0,11.8998,14.4493,0,0,14.1536,15.5727,1.98717
2/5/2024 22:00,0,20.1134,20.019,0,0,19.1165,21.8289,0,0,11.9539,14.5035,0,0,14.2403,15.6594,1.98717
2/5/2024 22:15,0,20.1243,20.019,0,0,19.1165,21.8147,0,0,11.9973,14.5468,0,0,14.327,15.7244,1.98717
2/5/2024 22:30,0,20.1134,19.9973,0,0,19.0949,21.8005,0,0,12.084,14.6118,0,0,14.4462,15.7894,1.98717
2/5/2024 22:45,0,20.1134,19.9973,0,0,19.0949,21.8005,0,0,12.1056,14.6552,0,0,14.5112,15.8328,1.98717
2/5/2024 23:00,0,20.1026,19.9973,0,0,19.0949,21.8147,0,0,12.1815,14.7202,0,0,14.6088,15.9086,1.98717
2/5/2024 23:15,0,20.1026,19.9865,0,0,19.0949,21.8147,0,0,12.2573,14.7744,0,0,14.6738,15.9737,1.98717
2/5/2024 23:30,0,20.1134,19.9973,0,0,19.1057,21.8289,0,0,12.2899,14.8069,0,0,14.7605,16.0387,1.98717
2/5/2024 23:45,0,20.1243,19.9973,0,0,19.1165,21.8431,0,0,12.3657,14.8719,0,0,14.858,16.1254,1.98717
