record_timestamp,CHR-01-KW,CHR-01-CHWSWT,CHR-01-CHWRWT,CHR-01-CHWFWR,CHR-02-KW,CHR-02-CHWSWT,CHR-02-CHWRWT,CHR-02-CHWFWR,CHR-03-KW,CHR-03-CHWSWT,CHR-03-CHWRWT,CHR-03-CHWFWR,CHR-04-KW,CHR-04-CHWSWT,CHR-04-CHWRWT,CHR-04-CHWFWR,CHR-05-KW,CHR-05-CHWSWT,CHR-05-CHWRWT,CHR-05-CHWFWR,CHR-06-KW,CHR-06-CHWSWT,CHR-06-CHWRWT,CHR-06-CHWFWR
1/5/2024 2:30,0,14.0008,10.7823,0,3,11.4002,10.8223,0,0,9.8222,10.6639,0,0,15.3035,12.8207,0,0,11.8206,10.6405,0,162.314,7.01982,10.06,75.9098
1/5/2024 2:45,0,14.1408,10.8423,0,0,11.4602,10.8823,0,3,9.8622,10.6839,0,3,15.3635,12.7207,0,0,11.7606,10.6005,0,163.766,7.05982,10.02,75.8403
1/5/2024 3:00,0,14.2808,10.9023,0,0,11.5002,10.9423,0,0,9.8822,10.6239,0,0,15.4235,12.8607,0,0,11.7206,10.6605,0,164.163,7.01982,10.04,75.7709
1/5/2024 3:15,0,14.3809,10.9423,0,0,11.5402,10.9223,0,0,9.8622,10.7439,0,0,15.4435,12.7207,0,0,11.6406,10.5805,0,168.443,6.99982,10.16,73.9653
1/5/2024 3:30,0,14.5009,10.9823,0,0,11.5802,10.9823,0,0,9.8222,10.5839,0,0,15.4435,12.8607,0,0,11.6006,10.6205,0,163.984,7.05982,10.18,73.375
1/5/2024 3:45,0,14.5409,11.0823,0,0,11.6202,11.0023,0,0,9.8222,10.5839,0,0,15.4435,12.7607,0,0,11.5806,10.6605,0,164.232,7.03982,10.1,74.4688
1/5/2024 4:00,3,14.7009,11.0423,0,0,11.6802,11.0423,0,0,9.7622,10.3839,0,0,15.5035,12.8007,0,0,11.5606,10.6605,0,155.353,7.09982,9.90002,75.6667
1/5/2024 4:15,0,14.7609,11.0823,0,0,11.7602,11.0823,0,0,9.8622,10.5439,0,0,15.5235,12.9007,0,0,11.5006,10.6605,0,160.552,7.05982,9.96003,76.448
1/5/2024 4:30,0,14.9209,11.1823,0,0,11.7802,11.1223,0,0,9.8822,10.5639,0,0,15.5435,12.9007,0,0,11.5006,10.7405,0,151.46,7.15983,9.92002,74.4514
1/5/2024 4:45,0,15.0009,11.2423,0,0,11.8202,11.1823,0,0,9.7822,10.5239,0,0,15.5835,12.8207,0,0,11.4806,10.7605,0,148.737,7.07982,9.88002,70.823
1/5/2024 5:00,0,15.1209,11.3023,0,0,11.8602,11.1823,0,0,9.8622,10.7439,0,0,15.5435,12.8607,0,0,11.4606,10.7405,0,162.709,7.01982,10.02,71.5695
1/5/2024 5:15,0,15.1809,11.4423,0,0,11.9202,11.1823,0,0,9.7822,10.8839,0,0,15.4435,12.8007,0,0,11.4006,10.7805,0,172.942,6.93981,10.16,70.823
1/5/2024 5:30,0,15.3009,11.5823,0,3,11.9602,11.2423,0,3,9.8622,10.6239,0,3,15.5835,12.8607,0,0,11.4006,10.7005,0,154.736,7.15983,10.2801,70.5105
1/5/2024 5:45,0,15.4009,11.5823,0,0,11.9602,11.2824,0,0,9.8222,10.4239,0,0,15.5835,12.8607,0,0,11.3806,10.7605,0,152.512,7.09982,10.16,74.1042
1/5/2024 6:00,0,15.5409,11.5823,0,0,12.0202,11.2824,0,0,9.72219,10.3039,0,0,15.5835,12.8007,0,0,11.3806,10.7605,0,149.641,6.93981,9.70001,74.6424
1/5/2024 6:15,3,15.621,11.6823,0,0,12.0602,11.3024,0,0,9.7822,10.5639,0,0,15.6235,12.8607,0,0,11.3606,10.7805,0,159.415,7.07982,9.90002,76.5
1/5/2024 6:30,0,15.661,11.8623,0,0,12.1202,11.2824,0,0,9.8622,10.5439,0,0,15.6635,12.9607,0,0,11.3606,10.7405,0,155.048,7.11983,9.90002,77.0209
1/5/2024 6:45,0,15.801,11.7823,0,0,12.1202,11.3624,0,0,9.8022,10.6239,0,0,15.6835,12.9407,0,0,11.3406,10.7605,0,158.47,7.03982,10.02,76.5869
1/5/2024 7:00,0,15.801,11.9023,0,0,12.1802,11.3624,0,0,9.7822,10.5639,0,0,15.7435,12.9007,0,0,11.3606,10.8205,0,154.324,6.99982,9.88002,73.9132
1/5/2024 7:15,0,15.881,12.0224,0,0,12.2202,11.4024,0,0,9.64219,10.5639,0,0,15.6835,12.8807,0,0,11.3606,10.7405,0,160.481,7.07982,10.08,74.3473
1/5/2024 7:30,0,16.021,12.1024,0,0,12.2602,11.4224,0,0,10.0622,10.7439,0,0,15.7035,12.8807,0,0,11.3206,10.7805,0,171.247,6.8598,9.98003,78.6528
1/5/2024 7:45,0,16.061,12.1024,0,0,12.2802,11.4424,0,0,10.5023,11.684,0,0,15.7435,13.0007,0,0,11.3406,10.7405,0,205.391,7.21983,11.2001,80.3369
1/5/2024 8:00,0,16.101,12.1024,0,527,6.45976,12.2824,122.945,0,11.3023,12.424,0,345,7.08283,11.4606,110.295,0,11.3206,10.7005,0,0,11.9402,11.8602,0
1/5/2024 8:15,3,16.261,12.1224,0,406,6.27974,10.8423,132.788,3,10.4422,10.8839,0,286,6.88281,10.0405,120.035,0,11.3806,10.7005,0,0,11.8802,11.8602,0
1/5/2024 8:30,0,16.341,12.1624,0,441,6.41975,10.9623,136.799,0,10.1422,10.9239,0,286,7.06283,10.1405,125.226,0,11.3806,10.7605,0,0,11.9002,11.8802,0
1/5/2024 8:45,0,16.461,12.2424,0,460,6.41975,10.9423,146.66,0,10.1222,10.8839,0,288,7.16283,10.1205,132.135,0,11.3606,10.8205,0,0,11.9002,11.8802,0
1/5/2024 9:00,0,16.581,12.4424,0,411,6.45976,11.0823,129.142,0,10.1022,10.9239,0,275,7.18284,10.2005,117.5,0,11.4206,10.9805,0,0,11.9802,11.9002,0
1/5/2024 9:15,0,16.581,12.4024,0,384,6.45976,11.1223,120.063,0,10.2422,11.0039,0,260,7.20284,10.2405,107.778,0,11.4206,11.0806,0,0,12.0002,11.9002,0
1/5/2024 9:30,0,16.721,12.5224,0,372,6.43976,11.1023,115.948,0,10.1622,11.0639,1.81993,265,7.06283,10.2605,104.358,0,11.4006,11.0806,0,0,12.1802,11.9602,0
1/5/2024 9:45,0,16.761,12.4424,0,356,6.41975,10.8623,114.16,0,10.1022,10.8439,0,251,6.98282,10.0005,104.167,0,11.4606,11.1006,0,0,12.3002,11.9802,0
1/5/2024 10:00,0,16.8611,12.5024,0,343,6.41975,10.7423,113.274,0,10.0622,10.7639,0,246,6.94282,9.94047,102.917,0,11.4606,11.1006,0,0,12.4403,12.0402,0
1/5/2024 10:15,3,16.9211,12.5824,0,362,6.59977,11.3224,110.531,0,9.98221,10.7839,1.05604,237,7.38285,10.5005,98.9584,0,11.4606,11.1406,0,0,12.5403,12.1002,0
1/5/2024 10:30,0,16.9811,12.6824,0,337,6.47976,10.8623,111.33,0,10.0222,10.7239,0,238,7.14283,10.0605,100.226,0,11.5006,11.1206,0,0,12.6003,12.1002,0
1/5/2024 10:45,0,17.0411,12.7624,0,336,6.37975,10.7823,109.629,0,9.96221,10.6239,0,221,7.20284,10.0205,99.4792,0,11.5206,11.1406,0,0,12.7003,12.0802,0
1/5/2024 11:00,0,17.1211,12.8424,0,336,6.41975,10.8623,112.198,3,9.90221,10.6639,1.07341,222,7.18284,10.0205,100.99,0,11.5406,11.1006,0,0,12.8803,12.1602,0
1/5/2024 11:15,0,17.1611,13.0024,0,326,6.49976,10.8023,109.854,0,9.90221,10.6039,0,215,7.20284,9.94047,99.0278,0,11.5606,11.1006,0,0,12.9803,12.1802,0
1/5/2024 11:30,0,17.2811,12.7424,0,358,6.55976,11.0023,117.181,0,9.8822,11.1839,0,246,7.22284,10.1805,106.962,0,11.5806,11.0606,0,0,13.1203,12.2002,0
1/5/2024 11:45,0,17.3811,13.0624,0,309,6.35975,10.6623,111.035,0,10.0022,10.6239,0,216,7.10283,9.88047,99.0278,0,11.6406,11.0606,0,0,13.2203,12.2202,0
1/5/2024 12:00,0,17.4211,13.0024,0,322,6.53976,10.6823,108.344,0,9.92221,10.6839,0,221,7.06283,9.84047,98.2813,0,11.6406,10.9805,0,0,13.2803,12.2402,0
1/5/2024 12:15,3,17.4211,12.9424,0,308,6.49976,10.6223,106.573,0,9.8822,10.5039,1.71577,210,7.10283,9.82046,95.5209,0,11.7006,11.0405,0,0,13.3803,12.2802,0
1/5/2024 12:30,0,17.5011,13.0224,0,313,6.35975,10.6823,105.653,0,9.8822,10.6039,0,210,7.10283,9.84047,96.1112,0,11.7206,10.9805,0,0,13.3803,12.3602,0
1/5/2024 12:45,0,17.6411,13.1625,0,322,6.45976,10.7023,109.056,0,9.8622,10.5639,0,208,7.24284,9.86047,98.4723,0,11.7606,10.9605,0,0,13.5203,12.3402,0
1/5/2024 13:00,0,17.6411,13.2425,0,316,6.41975,10.6823,106.885,0,9.8222,10.6639,0,209,7.16283,9.84047,96.2153,0,11.7606,11.0005,0,0,13.5803,12.3802,0
1/5/2024 13:15,0,17.6611,13.1224,0,321,6.31974,10.6823,104.559,0,9.8022,10.5639,0,205,7.12283,9.80046,95.816,0,11.7806,10.9805,0,0,13.6203,12.4202,0
1/5/2024 13:30,0,17.7211,13.2025,0,315,6.31974,10.6423,103.951,3,9.8622,10.5839,1.6116,204,7.16283,9.82046,94.5139,0,11.8006,10.9005,0,0,13.6603,12.4602,0
1/5/2024 13:45,0,17.8211,13.4025,0,317,6.51976,10.7423,106.087,0,9.8022,10.5639,0,208,7.22284,9.88047,96.0591,0,11.8206,10.9605,0,0,13.7003,12.4802,0
1/5/2024 14:00,3,17.8811,13.1424,0,327,6.33975,10.7423,106.191,0,9.8622,10.5439,1.17757,211,7.16283,9.88047,95.2952,0,11.8406,10.9005,0,0,13.7604,12.5402,0
1/5/2024 14:15,0,17.8811,13.4825,0,315,6.41975,10.6623,107.163,0,9.8622,10.5039,0,205,7.20284,9.84047,96.7362,0,11.8206,10.8805,0,0,13.7404,12.5602,0
1/5/2024 14:30,0,17.9411,13.4225,0,305,6.47976,10.8023,105.844,0,9.8222,10.6239,1.42062,206,7.24284,9.98048,95.9375,0,11.8806,10.8805,0,0,13.8204,12.6402,0
1/5/2024 14:45,0,17.9811,13.3625,0,314,6.37975,10.6023,105.149,0,9.8222,10.6439,1.2991,205,7.16283,9.84047,95.3299,0,11.8806,10.8805,0,0,13.8404,12.6002,0
1/5/2024 15:00,0,18.0812,13.5425,0,307,6.37975,10.5623,104.82,0,9.8022,10.6839,0,208,7.08283,9.74046,94.7744,0,11.8806,10.9005,0,0,13.9804,12.6602,0
1/5/2024 15:15,0,18.1412,13.9025,0,309,6.25974,10.5223,106.695,0,9.8222,10.5639,0,206,7.02282,9.70045,97.1702,0,11.9006,10.8805,0,0,13.9604,12.6602,0
1/5/2024 15:30,0,18.1812,13.6825,0,295,6.57977,10.6023,106.955,0,9.7822,10.5039,1.54215,204,7.16283,9.82046,96.6146,0,11.8806,10.8405,0,0,14.0404,12.6402,0
1/5/2024 15:45,0,18.2412,13.4425,0,305,6.53976,10.7423,107.441,0,9.8022,10.5639,0,209,7.16283,9.90047,96.3889,0,11.9006,10.8805,0,0,14.0004,12.7603,0
1/5/2024 16:00,3,18.2812,13.5225,0,319,6.45976,10.7423,106.59,0,9.7822,10.5639,0,211,7.14283,9.92047,96.9445,0,11.8806,10.8805,0,0,14.0404,12.7202,0
1/5/2024 16:15,0,18.3412,13.8825,0,325,6.25974,10.5823,109.056,3,9.8222,10.6639,0,212,7.06283,9.78046,98.6285,0,11.8806,10.9005,0,0,14.1204,12.8403,0
1/5/2024 16:30,0,18.3612,13.6625,0,313,6.49976,10.7023,107.823,0,9.8622,10.7839,0,218,7.12283,9.94047,98.5244,0,11.8606,10.8805,0,0,14.1004,12.7603,0
1/5/2024 16:45,0,18.3812,13.8425,0,311,6.35975,10.6223,107.302,0,9.90221,10.6639,1.03868,212,7.06283,9.82046,97.5348,0,11.8406,10.9005,0,0,14.2404,12.8403,0
1/5/2024 17:00,0,18.4812,13.7225,0,305,6.45976,10.6023,106.573,0,9.90221,10.6239,0,210,7.10283,9.78046,95.2952,0,11.9006,10.8805,0,0,14.2404,12.8603,0
1/5/2024 17:15,0,18.5412,13.6825,0,317,6.31974,10.7823,106.868,0,9.8622,10.8039,1.00396,219,7.16283,9.98048,95.816,0,11.8206,10.8405,0,0,14.2204,12.7803,0
1/5/2024 17:30,0,18.5212,13.9825,0,316,6.33975,10.7423,105.601,0,9.8822,10.6639,1.16021,216,7.08283,9.86047,93.7848,0,11.8806,10.8605,0,0,14.3204,12.8003,0
1/5/2024 17:45,3,18.6212,13.9425,0,311,6.17973,10.7023,103.76,0,9.8622,10.6039,0,211,7.12283,9.88047,93.9063,0,11.8806,10.8805,0,0,14.3004,12.8603,0
1/5/2024 18:00,0,18.6812,14.0225,0,327,6.21974,10.5423,106.26,0,9.8422,10.5439,1.45535,203,7.20284,9.70045,95.2778,0,11.8606,10.8805,0,0,14.3204,13.0003,0
1/5/2024 18:15,0,18.6812,13.9225,0,312,6.35975,10.6223,104.872,0,9.7822,10.5039,0,200,7.22284,9.82046,95.0695,0,11.8406,10.8805,0,0,14.4004,12.9203,0
1/5/2024 18:30,0,18.7412,13.9425,0,287,6.29974,10.3223,100.149,0,9.66219,10.2639,1.10813,187,7.10283,9.50044,91.3542,0,11.8606,10.9205,0,0,14.4004,13.0003,0
1/5/2024 18:45,0,18.8012,14.0425,0,288,6.23974,10.2423,99.6459,0,9.56218,10.2839,1.12549,177,7.22284,9.46044,90.6077,0,11.8206,10.8605,0,0,14.4404,13.0403,0
1/5/2024 19:00,0,18.8212,14.2025,0,223,6.77978,9.78223,96.0001,3,9.42217,9.96384,1.68105,164,7.16283,9.0404,85.4688,0,11.8206,10.8605,0,0,14.5004,12.9803,0
1/5/2024 19:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/5/2024 19:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/5/2024 19:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/5/2024 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/5/2024 20:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/5/2024 20:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/5/2024 20:45,0,19.1012,14.2825,0,224,5.95972,9.76223,80.3577,0,9.74219,10.3039,1.68105,0,10.0631,9.72046,0,0,11.9406,10.9005,0,0,14.7004,13.1403,0
1/5/2024 21:00,0,19.1212,14.5626,0,166,6.77978,9.68222,74.7674,0,9.26216,9.68381,2.25396,0,10.1431,9.74046,0,0,11.9206,10.8405,0,0,14.7204,13.2003,0
1/5/2024 21:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/5/2024 21:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/5/2024 21:45,0,19.2612,14.7226,0,256,6.25974,10.3423,103.465,3,10.9023,10.9639,0,0,10.5031,9.84047,0,0,11.9406,10.9405,0,0,11.8002,11.6402,0
1/5/2024 22:00,0,19.3012,14.6026,0,0,9.21998,9.24219,94.9584,0,9.20215,9.28378,1.75049,0,10.5831,9.88047,0,0,11.9406,10.9805,0,0,11.9402,11.6602,0
1/5/2024 22:15,0,19.2612,14.4826,0,428,6.45976,11.7824,124.212,0,9.68219,11.3839,0,0,10.6631,9.88047,0,0,11.9806,10.8805,0,0,12.0402,11.7202,0
1/5/2024 22:30,0,19.3012,14.6426,0,0,9.46,9.4822,118.882,0,9.32216,9.38379,0,0,10.7631,9.94047,0,0,11.9406,10.8405,0,0,12.1402,11.7602,0
1/5/2024 22:45,0,19.4013,14.4426,0,474,6.37975,12.0824,127.632,0,9.94221,11.604,0,0,10.8231,9.98048,0,0,11.9006,10.8005,0,0,12.2802,11.8002,0
1/5/2024 23:00,0,19.3813,14.8626,0,221,6.35975,8.88216,121.295,0,9.42217,9.32379,0,0,10.9231,10.0205,0,0,11.9406,10.7205,0,0,12.4002,11.8202,0
1/5/2024 23:15,3,19.3813,14.5226,0,0,11.2601,11.5024,119.507,0,9.20215,10.6439,0,3,10.9831,10.0605,0,0,11.9206,10.7205,0,0,12.4803,11.8602,0
1/5/2024 23:30,0,19.4813,14.4025,0,201,6.25974,9.24219,100.531,0,10.1222,10.2039,1.5248,0,11.0431,10.0805,0,0,11.8406,10.7605,0,0,12.5603,11.9202,0
1/5/2024 23:45,0,19.5013,14.5226,0,221,6.35975,9.30219,101.642,0,8.98213,9.5038,0,0,11.1232,10.1005,0,0,11.9006,10.7605,0,0,12.6803,11.9602,0
2/5/2024 0:00,0,19.5613,14.5826,0,0,10,10.2423,108.257,0,8.6221,9.32379,1.50743,0,11.1632,10.1405,0,0,11.8806,10.8405,0,0,12.7003,12.0002,0
2/5/2024 0:15,0,19.5613,14.7426,0,252,6.13973,11.4224,77.3195,0,9.54218,11.1239,2.82688,0,11.2032,10.1605,0,0,11.8806,10.7805,0,0,12.7803,11.9802,0
2/5/2024 0:30,0,19.6213,14.7626,0,186,6.03972,9.50221,75.6007,3,9.68219,9.76382,2.39285,0,11.2632,10.2005,0,0,11.9406,10.7805,0,0,12.9203,12.0202,0
2/5/2024 0:45,0,19.6213,14.8426,0,182,6.41975,9.3622,76.3646,0,9.04214,9.4838,2.32341,0,11.3432,10.2005,0,0,11.9406,10.8205,0,0,12.8803,12.0202,0
2/5/2024 1:00,3,19.6413,14.7626,0,185,5.79971,9.18218,75.8091,0,8.76212,9.40379,2.27132,0,11.4032,10.2605,0,0,11.9206,10.8205,0,0,12.9603,12.0202,0
2/5/2024 1:15,0,19.7013,14.8426,0,182,6.49976,9.4822,78.0139,0,8.6021,9.74382,2.25396,0,11.4432,10.3005,0,0,11.9406,10.7605,0,0,13.0203,12.0802,0
2/5/2024 1:30,0,19.7613,14.9026,0,0,10.08,10.3223,82.9445,0,8.6221,9.46379,1.81993,0,11.5032,10.3205,0,0,11.9406,10.8005,0,0,13.1003,12.0602,0
2/5/2024 1:45,0,19.7613,14.7426,0,316,6.15973,11.6624,91.5035,0,9.68219,11.464,1.80257,0,11.5432,10.3405,0,0,11.9406,10.7805,0,0,13.1803,12.1002,0
2/5/2024 2:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/5/2024 2:15,0,19.8013,14.9626,0,11,10.5601,11.5824,110.167,0,9.12214,10.7039,0,3,11.5832,10.4205,0,0,11.9006,10.8005,0,0,13.2203,12.1002,0
2/5/2024 2:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/5/2024 2:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/5/2024 3:00,0,19.9213,14.8226,0,196,7.63985,11.5424,86.6251,3,9.04214,10.4839,2.08035,0,11.6032,10.4405,0,0,11.9206,10.6805,0,0,13.3003,12.1602,0
2/5/2024 3:15,0,19.9413,14.6426,0,208,6.17973,10.1623,76.9549,0,10.1222,10.5039,1.95882,0,11.6832,10.4805,0,0,11.9206,10.7005,0,0,13.3803,12.2002,0
2/5/2024 3:30,0,19.9613,14.8626,0,183,6.75978,9.72223,76.0869,0,9.36217,9.5438,2.02827,0,11.7432,10.4805,0,0,11.9006,10.6405,0,0,13.4203,12.1602,0
2/5/2024 3:45,0,19.9813,14.8226,0,185,6.91979,9.24219,99.698,0,8.78212,9.38379,0,0,11.7632,10.5405,0,0,11.9406,10.6605,0,0,13.4203,12.1802,0
2/5/2024 4:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/5/2024 4:15,0,20.0413,15.0226,0,402,6.35975,11.9224,121.017,0,9.52218,11.3439,0,0,11.8632,10.5405,0,0,11.9006,10.7405,0,0,13.5003,12.2402,0
2/5/2024 4:30,3,20.0413,14.8226,0,187,8.41991,8.68214,113.049,0,9.52218,9.38379,0,0,11.8632,10.5805,0,0,11.8806,10.7605,0,0,13.5603,12.2402,0
2/5/2024 4:45,0,20.0613,15.1026,0,0,10.8401,11.0223,107.25,0,8.94213,10.4039,0,0,11.9032,10.5805,0,0,11.9006,10.7405,0,0,13.5803,12.2202,0
2/5/2024 5:00,0,20.0213,14.9026,0,196,6.49976,9.78223,92.0938,0,9.92221,10.2239,0,3,11.9432,10.6205,0,0,11.8406,10.7205,0,0,13.5603,12.2002,0
2/5/2024 5:15,0,20.1013,14.6426,0,0,10.3801,10.4823,105.879,0,8.90213,9.5438,1.36854,0,11.9632,10.6005,0,0,11.8406,10.6405,0,0,13.6003,12.2602,0
2/5/2024 5:30,0,20.1813,14.8226,0,261,5.41967,10.4223,81.4688,0,9.96221,11.584,1.85466,0,11.9632,10.6205,0,0,11.8406,10.6405,0,0,13.7003,12.2802,0
2/5/2024 5:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/5/2024 6:00,0,20.2213,15.1226,0,432,5.97972,11.9824,112.146,0,9.54218,11.3439,0,0,12.0432,10.6605,0,0,11.8006,10.6605,0,0,13.6803,12.3402,0
2/5/2024 6:15,3,20.2213,14.9626,0,192,6.55976,9.24219,116.278,0,9.8822,9.70382,0,0,12.0632,10.6805,0,0,11.7806,10.6205,0,0,13.7804,12.3202,0
2/5/2024 6:30,0,20.2613,15.0226,0,197,6.09973,8.78215,105.913,0,8.90213,9.44379,1.19493,0,12.1032,10.6605,0,0,11.8006,10.6605,0,0,13.7804,12.3402,0
2/5/2024 6:45,0,20.3013,14.9226,0,2,11.1801,11.4024,105.497,0,8.98213,10.5439,0,0,12.1632,10.7205,0,0,11.7806,10.7005,0,0,13.7604,12.4002,0
2/5/2024 7:00,0,20.2813,14.9026,0,242,6.41975,9.98225,103.24,0,10.1622,10.4239,1.22966,0,12.1832,10.7205,0,0,11.7406,10.7005,0,0,13.8204,12.3402,0
2/5/2024 7:15,0,20.3013,15.3226,0,0,10.3801,10.5423,110.913,0,8.90213,9.44379,1.03868,0,12.1832,10.7205,0,0,11.7606,10.7205,0,0,13.8204,12.4202,0
2/5/2024 7:30,0,20.3413,15.0026,0,361,5.65969,10.7023,106.243,0,10.3022,11.584,0,0,12.2432,10.7405,0,0,11.7206,10.7805,0,0,10.5201,10.4201,0
2/5/2024 7:45,0,20.3413,15.0626,0,409,6.13973,10.4423,148.326,0,9.58218,10.6839,0,3,12.2832,10.7405,0,0,11.6606,10.7205,0,0,10.7601,10.4801,0
2/5/2024 8:00,3,20.4013,15.1226,0,406,6.31974,9.98225,173.413,0,9.46217,10.0838,0,0,12.2832,10.8005,0,0,11.6006,10.6805,0,0,11.0001,10.6201,0
2/5/2024 8:15,2,9.9205,10.5822,142.568,389,6.07973,10.5823,139.247,3,9.66219,10.7039,0,0,12.3432,10.8005,0,0,11.5406,10.6805,0,0,11.2002,10.6801,0
2/5/2024 8:30,276,6.64024,10.8823,136.474,415,6.33975,10.9623,135.861,0,10.2822,10.8839,0,0,12.3432,10.8005,0,0,11.5406,10.6205,0,0,11.3402,10.7001,0
2/5/2024 8:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/5/2024 9:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/5/2024 9:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/5/2024 9:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/5/2024 9:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/5/2024 10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/5/2024 10:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/5/2024 10:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/5/2024 10:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/5/2024 11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/5/2024 11:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/5/2024 11:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/5/2024 11:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/5/2024 12:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/5/2024 12:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
