record_timestamp,CHR-01-KW,CHR-01-CHWSWT,CHR-01-CHWRWT,CHR-01-CHWFWR,CHR-02-KW,CHR-02-CHWSWT,CHR-02-CHWRWT,CHR-02-CHWFWR,CHR-03-KW,CHR-03-CHWSWT,CHR-03-CHWRWT,CHR-03-CHWFWR
1/1/2023 7:45,0,11.5,11.6,0,0,10.1,10.1,0,5.78679,6.6,7.6,7.33889
1/1/2023 8:00,0,11.5,11.6,0,0,10.1,10.1,0,5.82635,6.6,7.7,7.03056
1/1/2023 8:15,0,11.5,11.7,0,0,10.1,10.2,0,7.2216,6.6,8,7.03056
1/1/2023 8:30,0,11.5,11.7,0,0,10.1,10.2,0,7.25074,6.7,8,7.03611
1/1/2023 8:45,0,11.5,11.8,0,0,10.2,10.4,0,8.03333,6.9,8.3,7.03611
1/1/2023 9:00,0,11.5,11.8,0,0,10.4,10.5,0,8.60332,7.6,8.7,7.04167
1/1/2023 9:15,0,11.7,11.9,0,0,10.5,10.5,0,6.59706,6.6,7.7,7.35
1/1/2023 9:30,0,11.8,11.9,0,0,10.6,10.6,0,6.55456,6.6,7.9,7.05833
1/1/2023 9:45,0,11.9,12.2,0,0,10.8,10.8,0,6.55542,6.6,8,7.03056
1/1/2023 10:00,0,12.1,12.3,0,0,11,10.9,0,7.78462,6.6,8.2,7.03056
1/1/2023 10:15,0,12.2,12.3,0,0,11.1,11,0,8.28284,6.6,8.2,7.025
1/1/2023 10:30,0,12.3,12.5,0,0,11.3,11.1,0,8.5974,6.7,8.3,7.03611
1/1/2023 10:45,0,12.4,12.6,0,0,11.4,11.2,0,9.19918,6.9,8.4,7.03611
1/1/2023 11:00,0,12.6,12.7,0,0,11.5,11.4,0,10.3004,7.1,8.7,7.03056
1/1/2023 11:15,0,12.7,12.8,0,0,11.8,11.5,0,10.3045,7.6,8.9,7.03056
1/1/2023 11:30,0,12.8,13,0,0,11.9,11.6,0,10.8078,7.4,8.8,7.23333
1/1/2023 11:45,0,13,13,0,0,11.9,11.7,0,5.13178,7.5,9,7.36389
1/1/2023 12:00,0,13,13.1,0,0,11.9,11.8,0,4.2258,6.8,8.4,7.36389
1/1/2023 12:15,0,13.1,13.4,0,0,12.1,11.9,0,8.12701,6.7,8.4,7.35556
1/1/2023 12:30,0,13.3,13.4,0,0,12.3,12.1,0,9.09029,6.6,8,7.33889
1/1/2023 12:45,0,13.3,13.5,0,0,12.3,12.2,0,8.19834,6.6,8,7.31667
1/1/2023 13:00,0,13.3,13.5,0,0,12.3,12.3,0,7.8249,6.6,8,7.31389
1/1/2023 13:15,0,13.4,13.6,0,0,12.3,12.3,0,8.52821,6.6,8.2,7.09167
1/1/2023 13:30,0,13.5,13.7,0,0,12.4,12.5,0,8.66657,6.6,8.2,7.18056
1/1/2023 13:45,0,13.5,13.8,0,0,12.6,12.6,0,8.61357,6.6,8.2,7.03056
1/1/2023 14:00,0,13.5,13.8,0,0,12.6,12.6,0,9.15885,6.7,8.3,7.03056
1/1/2023 14:15,0,13.6,13.9,0,0,12.6,12.8,0,8.84442,6.6,8.3,7.01944
1/1/2023 14:30,0,13.7,14.1,0,0,12.7,13,0,8.89369,6.6,8.2,7.01944
1/1/2023 14:45,0,13.9,14.1,0,0,12.8,13.1,0,9.03138,6.6,8.3,7.25
1/1/2023 15:00,0,13.9,14.2,0,0,12.8,13.2,0,8.81299,6.6,8.2,7.30833
1/1/2023 15:15,0,13.9,14.3,0,0,12.8,13.4,0,8.79447,6.6,8.3,7.30833
1/1/2023 15:30,0,13.9,14.3,0,0,12.8,13.4,0,8.94111,6.6,8.3,7.26389
1/1/2023 15:45,0,13.9,14.3,0,0,12.8,13.5,0,9.12862,6.6,8.3,7.05833
1/1/2023 16:00,0,14,14.4,0,0,13,13.6,0,9.10678,6.6,8.4,7.14722
1/1/2023 16:15,0,13.9,14.4,0,0,13,13.6,0,9.29048,6.6,8.3,7.025
1/1/2023 16:30,0,13.9,14.4,0,0,12.8,13.7,0,8.69753,6.6,8.3,7.01944
1/1/2023 16:45,0,13.7,14.4,0,0,12.8,13.8,0,8.3556,6.6,8.3,7.025
1/1/2023 17:00,0,13.7,14.4,0,0,12.7,13.8,0,8.76998,6.6,8.3,7.03056
1/1/2023 17:15,0,13.7,14.4,0,0,12.6,13.8,0,9.31901,6.6,8.3,7.04722
1/1/2023 17:30,0,13.7,14.4,0,0,12.6,13.9,0,9.29152,6.6,8.3,7.25833
1/1/2023 17:45,0,13.6,14.3,0,0,12.6,13.9,0,8.25415,6.6,8.2,7.175
1/1/2023 18:00,0,13.6,14.3,0,0,12.6,14,0,8.06507,6.6,8,7.33889
1/1/2023 18:15,0,13.5,14.3,0,0,12.6,14,0,8.24368,6.6,8.2,7.225
1/1/2023 18:30,0,13.4,14.3,0,0,12.4,13.9,0,8.14938,6.6,8.2,7.03611
1/1/2023 18:45,0,13.4,14.3,0,0,12.3,14,0,8.20571,6.6,8.3,7.03056
1/1/2023 19:00,0,13.3,14.3,0,0,12.3,14,0,8.69858,6.6,8.3,7.025
1/1/2023 19:15,0,13.3,14.3,0,0,12.3,14,0,8.6974,6.6,8.3,7.03056
1/1/2023 19:30,0,13.3,14.3,0,0,12.3,14,0,8.45143,6.6,8.3,7.025
1/1/2023 19:45,0,13.2,14.2,0,0,12.3,14,0,8.80772,6.7,8.6,7.03056
1/1/2023 20:00,0,13.2,14.2,0,0,12.3,14.1,0,8.5682,6.6,8.4,7.03056
1/1/2023 20:15,0,13.2,14.2,0,0,12.2,14,0,8.34966,6.6,8.4,7.01944
1/1/2023 20:30,0,13.2,14.2,0,0,12.2,14.1,0,8.56131,6.6,8.6,7.03056
1/1/2023 20:45,0,13.1,14.2,0,0,12.2,14.1,0,9.21787,6.6,8.6,7.025
1/1/2023 21:00,0,13.1,14.2,0,0,12.2,14.1,0,9.73593,6.6,8.7,7.03056
1/1/2023 21:15,0,13.1,14.2,0,0,12.2,14,0,9.4786,6.6,8.7,7.03056
1/1/2023 21:30,0,13,14.2,0,0,12.1,14,0,9.74525,6.7,8.7,7.025
1/1/2023 21:45,0,13,14.2,0,0,12.1,14,0,10.6628,6.9,8.9,7.04167
1/1/2023 22:00,0,13,14.1,0,0,12.1,14,0,11.0339,7.3,9,7.03056
1/1/2023 22:15,0,13,14.1,0,0,12.1,14,0,11.065,7.5,9.1,7.03611
1/1/2023 22:30,0,13,14.1,0,0,12.1,14,0,11.1887,7.6,9.2,7.03056
1/1/2023 22:45,0,13,14.1,0,0,12.1,14,0,9.98965,6.7,8.2,7.35556
1/1/2023 23:00,0,13,14.1,0,0,12.1,14,0,8.59509,6.6,8.3,7.29167
1/1/2023 23:15,0,13,14.1,0,0,11.9,14,0,8.77292,6.6,8.3,7.03056
1/1/2023 23:30,0,13,14.1,0,0,11.9,14,0,8.2676,6.6,8.4,7.01944
1/1/2023 23:45,0,13,14.1,0,0,11.9,14,0,9.34664,6.8,8.7,7.025
2/1/2023 0:00,0,13,14.1,0,0,11.9,13.9,0,9.15269,6.6,8.7,7.025
2/1/2023 0:15,0,12.8,14.1,0,0,11.9,14,0,0,8.9,8.9,0
2/1/2023 0:30,34.5747,8.8,11.9,7.30833,0,11.9,13.9,0,0,9.2,9.1,0
2/1/2023 0:45,8.94719,6.8,8.3,6.90278,0,11.9,13.9,0,0,9.4,9.3,0
2/1/2023 1:00,10.8962,7.2,8.8,6.92778,0,11.9,13.8,0,0,9.5,9.4,0
2/1/2023 1:15,11.6664,7,8.9,6.87778,0,11.9,13.7,0,0,9.6,9.5,0
2/1/2023 1:30,11.5571,6.9,8.8,6.87778,0,11.9,13.6,0,0,9.7,9.6,0
2/1/2023 1:45,11.2695,7.1,8.8,6.91944,0,11.9,13.5,0,0,9.8,9.7,0
2/1/2023 2:00,11.1019,6.8,8.7,6.91944,0,11.9,13.4,0,0,9.8,9.7,0
2/1/2023 2:15,10.4371,6.8,8.7,6.90278,0,11.9,13.4,0,0,9.8,9.8,0
2/1/2023 2:30,10.7436,6.9,8.7,6.91111,0,11.9,13.2,0,0,10,9.9,0
2/1/2023 2:45,10.2243,7,8.7,6.88611,0,11.9,13.1,0,0,10.1,10,0
2/1/2023 3:00,9.87424,6.6,8.5,6.90278,0,11.9,13.1,0,0,10.1,10,0
2/1/2023 3:15,10.45,7.1,8.7,6.89444,0,11.9,13,0,0,10.1,10.1,0
2/1/2023 3:30,10.8325,6.9,8.7,6.90556,0,11.9,13,0,0,10.2,10.1,0
2/1/2023 3:45,9.82684,6.6,8.4,6.90278,0,11.9,13,0,0,10.2,10.3,0
2/1/2023 4:00,10.8274,6.8,8.5,6.89444,0,11.9,12.8,0,0,10.3,10.3,0
2/1/2023 4:15,10.6554,6.7,8.5,6.90278,0,11.9,12.8,0,0,10.3,10.4,0
2/1/2023 4:30,10.529,6.7,8.4,6.85278,0,11.9,13,0,0,10.5,10.5,0
2/1/2023 4:45,10.8945,7,8.7,6.90556,0,11.9,12.7,0,0,10.5,10.5,0
2/1/2023 5:00,9.3563,6.6,8.3,6.90278,0,11.9,12.8,0,0,10.5,10.5,0
2/1/2023 5:15,9.364,6.6,8.4,6.90556,0,11.9,12.7,0,0,10.5,10.5,0
2/1/2023 5:30,9.09961,6.6,8.3,6.96944,0,11.9,12.7,0,0,10.6,10.6,0
2/1/2023 5:45,9.26348,6.7,8.3,7.26111,0,11.9,12.7,0,0,10.6,10.8,0
2/1/2023 6:00,9.46569,6.8,8.3,7.23333,0,11.9,12.7,0,0,10.6,10.8,0
2/1/2023 6:15,10.312,7.9,9.5,6.92222,0,11.9,12.6,0,0,10.6,10.8,0
2/1/2023 6:30,11.9751,7.9,9.2,6.92222,0,11.9,12.6,0,0,10.7,10.8,0
2/1/2023 6:45,11.1977,7,8.8,6.90556,0,11.9,12.6,0,0,10.7,10.9,0
2/1/2023 7:00,9.66385,6.8,8.5,6.90278,0,11.9,12.6,0,0,10.8,10.9,0
2/1/2023 7:15,9.58947,6.8,8.5,6.91111,0,11.9,12.6,0,0,10.8,11,0
2/1/2023 7:30,9.78314,6.9,8.7,6.90556,0,11.9,12.6,0,0,10.8,11,0
2/1/2023 7:45,9.53885,6.7,8.5,6.90556,0,11.9,12.6,0,0,10.8,11.2,0
2/1/2023 8:00,8.84906,6.7,8.4,6.91111,0,12.1,12.6,0,0,10.8,11.2,0
2/1/2023 8:15,8.58315,6.6,8.3,6.88611,0,12.1,12.6,0,0,10.9,11.2,0
2/1/2023 8:30,8.60589,6.7,8.2,7.225,0,12.1,12.5,0,0,10.9,11.3,0
2/1/2023 8:45,8.79209,6.8,8.2,7.23333,0,12.2,12.6,0,0,11,11.3,0
2/1/2023 9:00,9.56398,7.6,9.4,6.91111,0,12.2,12.6,0,0,11,11.4,0
2/1/2023 9:15,11.1561,7.9,9.1,6.91944,0,12.3,12.6,0,0,11.1,11.5,0
2/1/2023 9:30,10.3657,7.2,8.7,6.89444,0,12.3,12.6,0,0,11.1,11.6,0
2/1/2023 9:45,10.3875,6.8,8.5,6.87222,0,12.4,12.6,0,0,11.2,11.7,0
2/1/2023 10:00,10.3329,6.9,8.7,6.88889,0,12.6,12.7,0,0,11.3,11.8,0
2/1/2023 10:15,9.1353,6.7,8.5,6.90556,0,12.7,12.7,0,0,11.4,11.9,0
2/1/2023 10:30,9.28083,6.7,8.4,6.90278,0,12.8,12.8,0,0,11.5,12,0
2/1/2023 10:45,9.71643,6.9,8.4,7.20833,0,13,13,0,0,11.5,12.1,0
2/1/2023 11:00,13.914,7.9,9.6,6.86111,0,13.2,13.1,0,0,11.5,12.1,0
2/1/2023 11:15,12.0476,6.8,8.8,6.86944,0,13.6,13.4,0,0,11.5,12.2,0
2/1/2023 11:30,12.7246,6.9,8.9,6.87778,0,13.7,13.4,0,0,11.7,12.3,0
2/1/2023 11:45,10.9414,6.8,8.7,6.85556,0,13.7,13.5,0,0,11.9,12.5,0
2/1/2023 12:00,9.87135,6.8,8.3,7.22778,0,13.7,13.5,0,0,11.9,12.6,0
2/1/2023 12:15,14.1625,8,9.7,6.85278,0,13.8,13.6,0,0,12,12.7,0
2/1/2023 12:30,12.329,6.8,8.8,6.87778,0,13.8,13.7,0,0,12.2,12.9,0
2/1/2023 12:45,13.0007,6.9,8.9,6.85278,0,13.9,13.8,0,0,12.3,13,0
2/1/2023 13:00,10.686,6.7,8.7,6.82778,0,14,13.9,0,0,12.3,13.1,0
2/1/2023 13:15,14.3778,7.3,9.6,7.225,0,14.1,14,0,0,12.4,13.4,0
2/1/2023 13:30,13.8708,7.2,9.1,6.87778,0,14.3,14,0,0,12.6,13.4,0
2/1/2023 13:45,13.4227,6.8,9,6.83611,0,14.3,14.1,0,0,12.6,13.5,0
2/1/2023 14:00,11.4015,6.7,8.7,6.86944,0,14.3,14.1,0,0,12.7,13.6,0
2/1/2023 14:15,13.5771,6.9,9.1,7.21111,0,14.4,14.1,0,0,12.7,13.7,0
2/1/2023 14:30,14.0293,6.8,9,6.87222,0,14.5,14.2,0,0,12.8,13.8,0
2/1/2023 14:45,13.6206,6.9,9,6.84444,0,14.5,14.2,0,0,12.9,13.9,0
2/1/2023 15:00,12.1715,6.6,8.7,7.17778,0,14.5,14.3,0,0,12.9,14,0
2/1/2023 15:15,17,7.9,9.9,6.88889,0,14.5,14.3,0,0,13,14.1,0
2/1/2023 15:30,14.4182,6.7,9,6.87222,0,14.5,14.4,0,0,13,14.1,0
2/1/2023 15:45,13.8129,6.8,9,6.87778,0,14.5,14.4,0,0,13,14.2,0
2/1/2023 16:00,11.7095,6.7,8.5,7.24167,0,14.4,14.3,0,0,13,14.3,0
2/1/2023 16:15,16.0947,7.5,9.5,6.87778,0,14.3,14.3,0,0,13,14.3,0
2/1/2023 16:30,13.8238,6.8,9,6.87778,0,14.3,14.3,0,0,13,14.3,0
2/1/2023 16:45,12.378,6.7,8.7,6.90278,0,14.3,14.4,0,0,13,14.3,0
2/1/2023 17:00,13.3876,6.8,8.8,7.24444,0,14.1,14.3,0,0,13,14.3,0
2/1/2023 17:15,15.6924,7.4,9.4,6.90556,0,14.1,14.2,0,0,13,14.3,0
2/1/2023 17:30,12.7705,6.7,8.9,6.89444,0,14.1,14.2,0,0,12.9,14.3,0
2/1/2023 17:45,12.3984,6.7,8.7,6.88611,0,13.9,14.2,0,0,12.9,14.3,0
2/1/2023 18:00,11.0907,6.7,8.4,7.24167,0,13.8,14.1,0,0,12.8,14.3,0
2/1/2023 18:15,14.1063,7.4,9.3,6.88889,0,13.7,14.1,0,0,12.8,14.3,0
2/1/2023 18:30,12.2505,6.7,8.9,6.88889,0,13.5,14,0,0,12.7,14.3,0
2/1/2023 18:45,11.6377,6.7,8.7,6.90556,0,13.4,14,0,0,12.7,14.2,0
2/1/2023 19:00,10.2954,6.7,8.4,7.26667,0,13.4,13.9,0,0,12.6,14.2,0
2/1/2023 19:15,14.0018,7.6,9.7,6.93611,0,13.3,13.8,0,0,12.6,14.2,0
2/1/2023 19:30,11.9927,6.7,8.8,6.87222,0,13.2,13.7,0,0,12.6,14.1,0
2/1/2023 19:45,12.2618,6.7,8.8,6.90556,0,13.1,13.6,0,0,12.6,14.1,0
2/1/2023 20:00,10.828,6.6,8.5,6.86944,0,13,13.6,0,0,12.4,14.1,0
2/1/2023 20:15,10.1759,6.7,8.3,7.25833,0,13,13.6,0,0,12.4,14,0
2/1/2023 20:30,13.9417,7.8,9.6,6.91111,0,13,13.5,0,0,12.4,14,0
2/1/2023 20:45,11.944,6.6,8.8,6.88889,0,13,13.5,0,0,12.3,14,0
2/1/2023 21:00,11.5468,6.7,8.8,6.90556,0,13,13.4,0,0,12.3,14,0
2/1/2023 21:15,10.0688,6.7,8.5,6.90556,0,13,13.4,0,0,12.3,13.9,0
2/1/2023 21:30,9.4733,6.6,8.3,7.24444,0,13,13.4,0,0,12.3,13.9,0
2/1/2023 21:45,12.8558,7.8,9.6,6.95278,0,13,13.4,0,0,12.3,13.9,0
2/1/2023 22:00,11.7899,7.3,9,6.90556,0,13,13.4,0,0,12.3,13.9,0
2/1/2023 22:15,11.1803,6.6,8.7,6.90556,0,13,13.4,0,0,12.3,13.8,0
2/1/2023 22:30,10.9919,6.9,8.8,6.89444,0,12.8,13.4,0,0,12.3,13.8,0
2/1/2023 22:45,10.2759,6.9,8.7,6.88889,0,12.8,13.2,0,0,12.3,13.8,0
2/1/2023 23:00,9.64454,6.7,8.4,7.26111,0,12.8,13.2,0,0,12.2,13.8,0
2/1/2023 23:15,9.4318,6.9,8.7,7.275,0,12.8,13.2,0,0,12.2,13.8,0
2/1/2023 23:30,10.4925,8,9.4,6.92222,0,12.7,13.1,0,0,12.2,13.7,0
2/1/2023 23:45,10.5908,7.2,8.7,6.90278,0,12.6,13.1,0,0,12.2,13.7,0
3/1/2023 0:00,10.5144,6.8,8.7,6.88889,0,12.6,13.1,0,0,12.2,13.7,0
3/1/2023 0:15,0,9.2,9.3,0,0,12.6,13,0,0,12,13.7,0
3/1/2023 0:30,0,9.6,9.6,0,33.3619,10.6,11.9,7.77778,0,12,13.6,0
3/1/2023 0:45,0,9.8,9.8,0,8.78397,7.3,8.4,7.38889,0,12,13.6,0
3/1/2023 1:00,0,9.8,10,0,10.5347,7.6,8.9,7.36389,0,12,13.6,0
3/1/2023 1:15,0,10,10.1,0,9.715,7.4,8.7,7.75556,0,12,13.6,0
3/1/2023 1:30,0,10.1,10.1,0,11.2398,7.6,9.2,7.38056,0,12,13.5,0
3/1/2023 1:45,0,10.1,10.2,0,10.5645,7.4,8.7,7.36667,0,12,13.5,0
3/1/2023 2:00,0,10.2,10.4,0,9.2805,7.3,8.7,7.4,0,12,13.5,0
3/1/2023 2:15,0,10.4,10.5,0,9.26621,7.3,8.4,7.75556,0,12,13.5,0
3/1/2023 2:30,0,10.5,10.5,0,11.5198,7.5,9,7.4,0,12,13.4,0
3/1/2023 2:45,0,10.5,10.6,0,10.5951,7.5,8.7,7.35,0,11.9,13.4,0
3/1/2023 3:00,0,10.6,10.8,0,9.3777,7.3,8.5,7.4,0,11.9,13.4,0
3/1/2023 3:15,0,10.7,10.8,0,9.05305,7.3,8.4,7.76111,0,11.9,13.4,0
3/1/2023 3:30,0,10.8,10.8,0,12.0621,7.5,9.1,7.40556,0,11.9,13.4,0
3/1/2023 3:45,0,10.9,10.9,0,9.64031,7.4,8.7,7.38333,0,11.9,13.4,0
3/1/2023 4:00,0,11,11,0,9.64077,7.4,8.5,7.38333,0,11.9,13.4,0
3/1/2023 4:15,0,11,11,0,9.22044,7.3,8.4,7.73611,0,11.9,13.4,0
3/1/2023 4:30,0,11.1,11,0,10.9282,7.6,9,7.36667,0,11.9,13.4,0
3/1/2023 4:45,0,11.1,11.1,0,9.95827,7.6,8.7,7.39722,0,11.9,13.2,0
3/1/2023 5:00,0,11.2,11.1,0,9.63475,7.4,8.7,7.38056,0,11.9,13.2,0
3/1/2023 5:15,0,11.3,11.2,0,9.72318,7.4,8.7,7.35556,0,11.9,13.2,0
3/1/2023 5:30,0,11.3,11.2,0,9.17426,7.4,8.5,7.34722,0,11.9,13.2,0
3/1/2023 5:45,0,11.3,11.2,0,9.5704,7.3,8.7,7.40556,0,11.8,13.1,0
3/1/2023 6:00,0,11.4,11.2,0,10.5029,7.4,8.7,7.38889,0,11.8,13.1,0
3/1/2023 6:15,0,11.4,11.3,0,9.97417,7.6,9.1,7.4,0,11.8,13.1,0
3/1/2023 6:30,0,11.4,11.3,0,10.7877,8,9.4,7.38056,0,11.8,13,0
3/1/2023 6:45,0,11.4,11.3,0,13.959,7.8,9.1,7.37222,0,11.7,13,0
3/1/2023 7:00,0,11.4,11.2,0,6.90546,7.6,8.9,7.76111,0,11.7,13,0
3/1/2023 7:15,0,11.4,11.2,0,8.67527,7.1,8.3,7.37222,0,11.7,13,0
3/1/2023 7:30,0,11.4,11.2,0,11.4272,7.2,8.8,7.38056,0,11.5,13,0
3/1/2023 7:45,0,11.4,11.2,0,8.56256,7,8,7.64444,0,11.5,12.9,0
3/1/2023 8:00,0,11.4,11.2,0,10.2881,7.2,8.7,7.36667,0,11.5,12.9,0
3/1/2023 8:15,0,11.5,11.3,0,4.90425,7.9,9.3,7.76944,0,11.5,12.9,0
3/1/2023 8:30,0,11.5,11.4,0,8.26998,7.2,8.3,7.38333,0,11.5,12.9,0
3/1/2023 8:45,0,11.7,11.4,0,6.70177,7.8,9.4,7.39722,0,11.5,12.9,0
3/1/2023 9:00,0,11.8,11.5,0,13.6212,7.6,9.2,7.76944,0,11.5,12.9,0
3/1/2023 9:15,0,11.9,11.6,0,9.73021,7.3,8.5,7.36667,0,11.7,12.9,0
3/1/2023 9:30,0,11.9,11.7,0,12.5571,7.5,8.9,7.35,0,11.7,13,0
3/1/2023 9:45,0,12.1,11.8,0,10.6035,7.6,9.3,7.73889,0,11.8,13,0
3/1/2023 10:00,0,12.2,11.9,0,9.65465,7.5,8.7,7.33889,0,11.8,13,0
3/1/2023 10:15,0,12.3,11.9,0,13.0613,7.5,8.9,7.38333,0,11.8,13,0
3/1/2023 10:30,0,12.3,11.9,0,13.2169,7.8,9.3,7.73889,0,11.9,13,0
3/1/2023 10:45,0,12.6,12.1,0,10.3686,7.6,8.7,7.4,0,11.9,13,0
3/1/2023 11:00,0,12.7,12.3,0,12.0346,7.6,9,7.38056,0,11.9,13.1,0
3/1/2023 11:15,0,13.1,12.6,0,13.3026,8,9.3,7.38333,0,12,13.2,0
3/1/2023 11:30,0,13.7,13,0,13.7395,7.9,9.4,7.70833,0,12.2,13.4,0
3/1/2023 11:45,0,13.9,13.1,0,9.9541,7.6,8.8,7.39722,0,12.3,13.4,0
3/1/2023 12:00,0,14,13.1,0,11.3361,7.6,9,7.35556,0,12.3,13.5,0
3/1/2023 12:15,0,14.1,13.2,0,13.807,7.9,9.4,7.31667,0,12.3,13.6,0
3/1/2023 12:30,0,13.9,13.1,0,11.1537,7.9,9.4,7.71944,0,12.4,13.6,0
3/1/2023 12:45,0,13.7,13.1,0,10.025,7.6,8.8,7.35556,0,12.4,13.7,0
3/1/2023 13:00,0,13.7,13.1,0,12.4835,7.8,9.2,7.36389,0,12.6,13.7,0
3/1/2023 13:15,0,13.9,13.1,0,13.9452,8,9.4,7.38333,0,12.6,13.8,0
3/1/2023 13:30,0,13.9,13.2,0,9.95445,7.6,8.7,7.73611,0,12.6,13.8,0
3/1/2023 13:45,0,14,13.4,0,10.2966,7.6,8.8,7.35556,0,12.6,13.9,0
3/1/2023 14:00,0,14.1,13.4,0,12.7821,7.8,9.2,7.35556,0,12.7,14,0
3/1/2023 14:15,0,14.1,13.4,0,14.0961,7.9,9.3,7.37222,0,12.7,14,0
3/1/2023 14:30,0,14.1,13.4,0,13.5387,8,9.6,7.75278,0,12.7,14,0
3/1/2023 14:45,0,14.1,13.4,0,10.542,7.6,8.7,7.50556,0,12.7,14.1,0
3/1/2023 15:00,0,14.1,13.4,0,10.9166,7.6,9,7.35556,0,12.7,14.1,0
3/1/2023 15:15,0,14.1,13.4,0,13.2598,7.6,9.4,7.35,0,12.7,14.1,0
3/1/2023 15:30,0,14,13.4,0,16.2092,7.8,9.6,7.39722,0,12.6,14.1,0
3/1/2023 15:45,0,13.9,13.2,0,14.0186,7.5,9.1,7.74444,0,12.6,14,0
3/1/2023 16:00,0,13.7,13.1,0,11.0005,7.5,8.9,7.35556,0,12.6,14,0
3/1/2023 16:15,0,13.7,13.1,0,13.303,7.6,9.4,7.38889,0,12.6,14,0
3/1/2023 16:30,0,13.7,13.2,0,14.8042,7.6,9.4,7.38889,0,12.6,14,0
3/1/2023 16:45,0,13.7,13.1,0,14.0974,7.6,9.5,7.76944,0,12.6,14,0
3/1/2023 17:00,0,13.7,13.1,0,10.2958,7.4,8.7,7.53333,0,12.4,14,0
3/1/2023 17:15,0,13.6,13.1,0,11.8559,7.5,9,7.38056,0,12.4,13.9,0
3/1/2023 17:30,0,13.5,13,0,14.0618,7.6,9.3,7.33056,0,12.3,13.9,0
3/1/2023 17:45,0,13.4,13,0,14.0837,7.6,9.5,7.475,0,12.3,13.8,0
3/1/2023 18:00,0,13.4,13,0,10.7096,7.3,8.7,7.71944,0,12.3,13.8,0
3/1/2023 18:15,0,13.3,12.8,0,11.2891,7.4,8.9,7.36667,0,12.3,13.8,0
